MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
120,3,4.127134385045092,9.447544606938727,1,2,1,1,1,0,0,21,2,1,4,3,8,5,5,4,2,0,4,3,2,472.0,3,3,4,4,3,4,6,1218,5,0,300,1518,2,4,1,3,7.325148957955575,0,0,7.325148957955575,0,0,1,1,1,1,3,6,4,1,4,4,5.0,2,2,588,2,3,2,185,140,0,0,0,0,0,4,2,0,4,2,3,12.520883385370206,1,1,1
60,4,4.23410650459726,8.860782895806315,1,2,0,1,1,0,0,18,2,1,3,5,7,5,6,6,0,0,10,10,1,0.0,2,3,4,3,3,1,6,738,5,0,319,1057,2,4,1,3,6.963189985870238,872,0,7.564757012905729,1,0,2,1,3,1,2,7,4,1,3,4,6.0,3,2,650,2,3,2,0,235,0,0,0,0,0,4,2,0,5,2,3,12.328290278254423,1,1,1
80,3,4.31748811353631,9.536762272743895,1,2,0,1,1,0,0,8,2,1,3,4,8,7,37,14,0,0,7,1,1,0.0,2,3,2,3,3,4,6,1410,5,0,542,1952,2,3,1,3,7.600902459542082,704,0,7.902487437162855,1,0,2,1,4,1,3,9,4,3,3,4,37.0,3,2,538,2,3,2,269,111,0,0,0,0,0,2,2,0,7,2,3,12.751299696013497,1,1,1
60,3,4.382026634673881,9.286653054825347,1,2,0,1,1,0,0,12,4,1,3,5,5,5,38,38,1,0,3,5,2,263.0,1,3,2,2,3,1,1,493,1,287,0,780,2,4,1,3,6.659293919683638,840,0,7.3901814282264295,0,0,2,1,4,1,1,7,3,0,1,4,38.0,3,2,462,2,3,2,208,0,0,0,0,0,0,0,2,0,4,2,3,11.931635799828413,1,1,1
20,4,4.442651256490317,9.125544720271467,1,2,0,1,1,0,0,18,2,1,3,3,9,5,0,0,0,0,9,9,4,162.0,3,3,4,4,3,2,6,1121,5,0,645,1766,2,4,1,3,7.476472381163905,0,0,7.476472381163905,1,0,2,1,2,1,3,7,4,1,4,4,0.0,3,3,478,2,3,2,195,130,0,0,0,0,0,4,2,0,10,3,4,12.823628446539173,1,1,1
20,3,4.23410650459726,9.261983605128021,1,2,1,1,1,1,0,8,2,1,3,3,6,5,36,36,2,0,7,7,1,0.0,1,3,2,2,3,1,4,282,3,35,664,981,2,2,1,3,6.8885724595653635,0,0,6.8885724595653635,1,0,1,1,3,1,1,5,4,0,1,2,28.0,1,2,576,2,3,2,0,312,40,0,0,0,0,4,2,0,3,2,3,11.872346634576987,1,1,1
20,3,4.0943445622221,8.881836305004146,1,2,0,1,1,0,0,8,2,1,3,3,5,5,58,58,2,0,4,3,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,2,3,1,3,6.954638864880987,0,0,6.954638864880987,0,0,1,0,3,1,1,7,3,0,1,2,58.0,1,2,420,2,3,2,0,27,0,0,0,0,0,4,2,0,7,2,3,11.495779306135258,1,1,1
20,3,4.442651256490317,9.254548626640503,1,2,1,1,1,0,0,5,2,1,3,3,6,5,55,55,2,0,2,1,4,216.0,1,3,2,2,3,2,1,500,5,0,594,1094,2,4,1,3,6.9975959829819265,0,0,6.9975959829819265,0,0,1,0,3,1,1,5,4,2,4,4,55.0,2,2,495,2,3,2,0,0,0,0,287,0,0,4,2,0,6,2,3,11.951180395901384,1,1,1
60,3,4.248495242049359,8.948975607841776,1,2,0,1,1,0,0,8,5,1,3,5,6,5,44,44,0,0,4,3,2,351.0,1,3,2,2,3,1,5,0,5,0,756,756,2,2,1,3,6.957497370876951,788,0,7.516977224604321,0,0,1,1,4,1,1,7,4,1,3,4,44.0,1,2,442,2,3,2,0,124,216,0,0,0,0,4,2,0,6,2,3,11.951180395901384,1,1,1
180,1,3.044522437723423,7.568379267836522,1,2,0,1,1,0,0,1,2,1,1,0,4,6,37,37,0,0,9,9,1,0.0,1,3,2,3,3,3,2,131,4,499,0,630,2,3,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,1,3,4,0,1,0,27.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,12,2,3,11.344506813345266,1,1,1
60,4,4.174387269895637,9.002701007197938,1,2,0,1,1,0,0,18,2,1,3,5,7,6,1,1,0,0,9,9,3,0.0,2,3,4,3,3,1,5,0,5,0,813,813,2,4,1,3,6.71174039505618,843,0,7.417580402414544,0,0,2,1,3,1,2,7,4,0,1,4,1.0,2,2,562,2,3,2,0,0,0,0,0,0,0,4,2,0,5,2,3,12.235388699864227,1,1,1
70,3,4.0943445622221,9.114269903225448,1,2,0,1,1,0,0,5,0,1,3,5,4,5,69,59,0,0,4,3,1,0.0,1,3,2,2,3,2,5,0,5,0,755,755,2,2,1,3,6.626717749249025,755,0,7.31986492980897,1,0,1,0,4,1,1,7,4,1,4,2,69.0,1,1,296,1,2,1,120,0,0,0,0,0,0,2,2,0,10,2,3,11.589886506106357,1,1,1
60,3,4.248495242049359,9.07680897935166,1,2,0,1,1,0,0,14,2,1,3,5,7,5,13,13,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,880,880,2,4,1,3,6.812345094177479,807,0,7.447751280047908,0,0,2,1,2,1,2,7,4,1,3,4,13.0,2,2,512,2,3,2,0,120,0,0,0,0,0,4,2,0,7,2,3,12.160028707028767,1,1,1
50,1,4.0943445622221,9.241839039035554,1,0,0,1,1,0,0,0,2,1,3,1,6,7,102,13,0,0,4,3,1,0.0,1,3,2,2,3,1,5,0,5,0,756,756,2,4,1,3,6.628041376179533,713,0,7.292337176173877,0,0,1,0,3,1,1,7,4,0,1,2,102.0,1,1,216,2,3,2,57,0,239,0,0,0,0,2,2,0,6,2,3,11.813030057420567,1,1,1
20,3,4.51085950651685,9.253112463820052,1,2,1,1,1,0,0,22,2,1,3,3,8,6,13,13,2,0,4,3,2,660.0,2,2,4,3,3,4,6,1696,5,0,413,2109,2,4,1,3,7.655864017616056,0,0,7.655864017616056,1,0,2,1,2,1,2,7,4,1,3,4,13.0,3,3,839,2,3,2,236,46,0,0,0,0,0,4,2,0,8,2,3,12.765688433465597,1,1,1
160,1,3.044522437723423,7.426549072397305,1,2,0,1,1,0,0,2,2,1,1,5,6,5,39,39,0,0,6,6,2,381.0,1,3,2,2,3,1,5,0,5,0,525,525,2,2,1,3,6.263398262591624,567,0,6.9957661563048505,0,0,1,1,3,1,1,6,4,0,1,2,39.0,1,1,264,2,3,2,0,0,0,0,0,0,0,4,2,0,3,2,2,11.385092093460344,1,1,1
20,3,4.276666119016055,9.211040127090456,1,2,1,1,1,0,0,8,2,1,3,3,5,7,49,2,0,0,6,5,2,54.0,2,3,2,2,3,1,4,806,5,0,247,1053,2,4,1,3,6.959398512133975,0,0,6.959398512133975,1,0,1,1,3,1,2,5,4,0,1,4,49.0,2,1,312,2,3,2,0,0,0,0,0,0,0,2,2,0,8,2,3,11.887931365593685,1,1,1
70,3,4.0943445622221,8.881836305004146,1,2,0,3,1,0,1,16,2,1,3,5,7,6,77,8,0,0,5,4,1,0.0,1,0,1,3,3,1,5,0,5,0,776,776,2,2,1,3,6.7464121285733745,651,0,7.31455283232408,0,0,1,1,3,1,1,6,4,1,4,4,77.0,2,1,270,2,3,1,0,0,112,0,0,0,0,2,2,0,2,2,3,11.911701584927597,1,1,1
50,3,4.356708826689592,9.770127573790836,1,2,0,1,1,0,0,8,0,1,3,1,6,5,62,60,0,0,10,10,1,0.0,1,3,2,2,3,1,5,0,5,0,912,912,2,2,1,3,6.815639990074331,546,0,7.284820912568604,0,1,1,0,3,1,1,6,4,1,4,4,62.0,1,1,330,2,3,2,192,0,0,0,0,0,0,4,2,0,1,2,0,11.487607656985938,1,1,1
20,3,4.31748811353631,9.204020443231363,1,2,0,1,1,1,0,5,2,1,3,3,5,7,45,10,2,0,4,3,1,0.0,1,2,4,2,3,1,2,637,5,0,849,1486,2,4,1,3,7.303843225277705,0,0,7.303843225277705,1,0,1,0,3,1,1,7,4,0,1,2,41.0,3,2,480,2,3,2,0,0,0,0,0,0,0,2,2,0,3,2,3,12.025749091398891,1,1,1
60,3,4.23410650459726,9.424160595829509,1,2,0,1,1,4,0,12,2,1,3,5,7,7,31,31,0,0,7,7,2,233.0,1,3,2,3,3,1,5,0,5,0,793,793,2,2,1,3,7.040536390215956,793,0,7.5678626054638825,0,0,2,1,3,1,1,7,4,1,3,4,31.0,2,2,550,2,3,2,0,113,252,0,0,0,0,4,2,0,11,2,3,12.195517131590657,1,1,1
60,3,3.9512437185814275,10.74911974074705,1,2,3,1,1,4,0,22,2,1,3,5,8,7,15,4,2,0,10,10,2,528.0,2,3,4,3,4,1,6,1361,2,180,88,1629,2,4,1,3,7.430114138561801,762,0,7.803026643632217,1,0,2,1,4,1,2,8,4,1,3,4,15.0,2,3,711,2,3,2,517,76,0,0,0,0,0,4,2,0,7,2,3,12.904207367601158,1,1,1
20,3,4.787491742782046,9.514879561494386,1,2,0,1,1,1,0,8,2,1,3,3,6,3,41,41,2,0,2,1,2,216.0,1,3,2,1,2,1,5,0,5,0,1392,1392,2,3,1,3,7.238496840894365,0,0,7.238496840894365,1,0,1,0,2,1,1,5,0,2,3,4,41.0,2,2,576,2,3,2,0,0,240,0,0,0,0,4,2,0,7,2,3,11.608235644774552,1,1,1
85,3,4.499809670330265,9.211539652551664,1,2,0,1,1,0,0,5,2,1,3,0,4,5,36,36,0,0,7,7,1,0.0,1,3,2,3,3,3,2,920,2,180,38,1138,2,2,1,3,7.074116816197362,0,0,7.074116816197362,1,0,2,0,3,1,1,6,4,0,1,2,34.0,2,2,588,2,3,2,0,0,180,0,0,0,0,2,2,0,4,2,3,11.831379196088763,1,1,1
20,3,3.8918202981106265,9.947313032076158,1,2,3,1,1,4,0,18,4,1,3,3,8,5,1,0,0,0,10,10,1,0.0,2,3,4,4,3,2,6,1721,5,0,356,2077,2,4,1,3,7.64826303090192,0,0,7.64826303090192,1,0,1,1,1,1,3,8,4,1,5,4,1.0,3,3,1134,2,3,2,192,267,0,0,0,0,0,4,2,0,1,3,4,12.955127458028414,1,1,1
60,3,4.663439094112067,9.323133199451306,1,2,1,1,1,1,0,13,2,1,3,5,8,5,6,6,0,0,10,10,2,40.0,2,3,4,3,3,1,5,0,5,0,1406,1406,2,4,1,3,7.282073658093465,482,0,7.568379267836522,0,0,2,1,3,1,2,7,4,1,3,4,6.0,2,2,504,2,3,2,188,124,0,0,0,0,0,4,2,0,11,2,3,12.348006141418841,1,1,1
60,3,4.23410650459726,9.822819649468673,1,2,1,1,1,0,0,8,2,1,3,5,6,5,42,28,1,1,7,7,0,113.0,1,2,2,3,3,1,3,187,2,723,111,1021,2,2,1,3,7.289610521451167,915,0,7.77485576666552,0,0,2,1,3,1,1,7,0,1,0,1,42.0,1,2,596,2,3,2,0,265,0,0,0,0,0,4,2,0,8,2,0,11.76756768334381,1,1,1
20,3,4.174387269895637,9.002701007197938,1,2,0,1,1,0,0,10,2,1,3,3,6,5,14,10,0,0,6,5,2,258.0,1,3,4,3,3,1,6,1138,5,0,270,1408,2,4,1,3,7.425953657077541,0,0,7.425953657077541,1,0,2,0,3,1,2,7,4,1,2,4,14.0,2,2,575,2,3,2,224,42,0,0,0,0,0,4,2,0,10,2,3,12.173032791451973,1,1,1
20,3,4.23410650459726,9.559235128595953,1,2,0,0,1,1,1,6,2,1,3,3,5,6,50,19,0,0,9,1,1,0.0,1,3,2,2,3,1,1,988,5,0,200,1188,2,3,1,3,7.270312886079025,0,0,7.270312886079025,1,0,1,1,3,1,1,6,1,1,3,2,7.0,1,2,576,2,3,2,304,0,0,0,0,0,0,4,2,0,11,2,3,12.031719258385396,1,1,1
30,3,4.382026634673881,9.358760377094455,1,2,0,1,1,0,0,16,2,1,3,3,4,5,84,56,0,0,4,3,1,0.0,1,3,1,1,3,1,5,0,5,0,700,700,2,4,1,3,7.07326971745971,0,0,7.07326971745971,0,0,1,0,2,1,0,5,4,1,4,2,84.0,1,1,252,2,1,2,0,0,67,0,0,0,0,4,2,0,7,2,3,11.831379196088763,1,1,1
60,3,4.1588830833596715,9.063347348235522,1,2,0,1,1,2,0,14,2,1,3,5,6,5,4,4,0,0,10,10,1,0.0,2,3,4,3,3,1,6,193,5,0,545,738,2,4,1,3,6.6039438246004725,738,0,7.297091005160418,1,0,2,1,3,1,2,7,4,0,1,4,4.0,3,2,540,2,3,2,100,35,0,0,0,0,0,4,2,0,2,2,3,12.063932878369052,1,1,1
70,2,3.9889840465642745,8.79920924224139,1,2,0,1,1,0,0,5,0,1,3,5,6,6,84,59,1,0,2,1,1,0.0,1,2,1,2,3,1,2,551,5,0,121,672,2,2,0,3,6.546785410760524,672,0,7.221835825288449,1,0,2,0,3,1,1,6,4,0,1,2,79.0,1,1,300,2,3,2,147,0,0,0,0,0,0,4,2,0,7,2,3,11.54829260880752,1,1,1
20,3,4.23410650459726,9.328123407632566,1,2,1,1,1,0,0,11,2,1,3,3,6,6,29,29,0,0,7,7,1,0.0,2,3,2,3,3,1,4,767,5,0,441,1208,2,2,1,3,7.0967213784947605,0,0,7.0967213784947605,1,0,1,1,3,1,1,6,4,1,3,4,29.0,2,2,546,2,3,2,198,42,0,0,0,0,0,4,2,0,6,2,3,12.013700752882718,1,1,1
20,3,4.700480365792417,9.577895907011127,1,2,0,1,1,0,0,16,2,1,3,3,6,7,50,3,2,0,9,9,2,106.0,1,3,4,2,3,1,6,1186,5,0,291,1477,2,4,1,3,7.516977224604321,0,0,7.516977224604321,1,0,2,0,3,1,2,7,4,2,3,4,50.0,3,2,416,2,3,2,0,87,0,0,200,0,0,4,2,0,6,2,3,12.458774999085929,1,1,1
20,3,4.382026634673881,9.126958763037132,1,2,0,1,1,0,0,8,2,1,3,3,6,6,43,43,0,0,6,5,1,0.0,1,3,2,2,3,1,1,892,5,0,244,1136,2,2,1,3,7.035268599281097,0,0,7.035268599281097,1,0,1,0,3,1,1,5,4,1,4,4,43.0,2,1,384,2,3,2,426,0,0,0,0,0,0,4,2,0,7,2,3,11.84939770159144,1,1,1
160,3,3.1780538303479458,7.735870319952567,1,2,0,1,1,0,0,11,2,1,1,5,6,6,31,31,0,0,7,6,1,0.0,1,3,2,2,3,1,4,311,5,0,544,855,2,2,1,3,6.75110146893676,586,0,7.273092595999522,0,0,2,1,3,1,1,7,4,1,3,4,31.0,1,2,440,2,3,2,28,0,0,0,0,0,0,4,2,0,4,2,3,11.908340237224891,1,1,1
70,1,4.0943445622221,9.169518377455928,1,0,0,1,1,0,0,4,2,1,3,5,4,2,106,56,0,0,0,2,1,0.0,1,3,1,2,2,1,5,0,5,0,1095,1095,1,1,0,3,6.9985096422506015,679,0,7.480992162869525,1,0,2,0,4,2,1,8,1,0,1,1,86.0,1,3,779,1,1,0,0,0,90,0,0,0,0,4,2,0,5,2,3,11.37366339763672,1,1,1
30,3,3.9512437185814275,9.107421317968342,1,2,0,1,1,0,0,4,2,1,3,3,5,8,85,3,0,0,10,10,1,0.0,2,3,1,2,3,1,5,0,5,0,768,768,2,4,1,3,6.674561391814426,0,0,6.674561391814426,0,0,1,0,2,1,2,5,4,0,1,2,85.0,1,1,240,1,1,0,316,0,120,0,0,0,0,4,2,0,5,2,3,11.603679828238693,1,1,1
20,3,4.382026634673881,9.379576689221482,1,2,1,1,1,0,0,20,2,1,3,3,8,5,1,1,2,0,10,10,4,464.0,2,3,4,4,3,2,5,0,5,0,2046,2046,2,4,1,3,7.6236419465115715,0,0,7.6236419465115715,0,0,2,1,3,1,2,7,4,1,4,4,1.0,3,3,834,2,3,2,322,82,0,0,0,0,0,4,2,0,7,3,4,12.827992316801751,1,1,1
20,3,4.23410650459726,9.204825191288073,1,2,1,1,1,0,0,6,2,1,3,3,5,5,46,46,2,0,2,1,2,57.0,1,3,2,2,3,1,1,827,5,0,161,988,2,2,1,3,6.895682697747868,0,0,6.895682697747868,1,0,1,0,3,1,1,5,4,0,1,2,44.0,1,2,572,2,3,2,0,0,0,0,0,0,0,4,2,0,10,2,3,11.763684183317412,1,1,1
120,3,3.912023005428146,8.988695696785708,1,2,0,1,1,0,0,10,2,1,4,3,6,5,30,30,0,0,7,7,1,0.0,1,3,2,3,3,1,2,543,1,119,261,923,2,2,1,3,6.827629234502852,0,0,6.827629234502852,0,0,2,0,2,1,1,5,4,1,3,4,30.0,2,1,264,2,3,2,80,0,0,0,0,0,0,4,2,0,5,2,3,11.870599909242044,1,1,1
50,2,4.007333185232471,8.411832675758411,1,1,3,0,1,0,0,7,2,1,3,1,5,5,77,9,0,0,10,2,1,0.0,1,3,1,2,3,1,1,182,5,0,611,793,2,4,1,3,6.742880635791903,672,0,7.326465613840322,0,0,1,0,3,1,1,6,4,0,1,2,41.0,1,1,281,2,3,2,0,0,56,0,0,0,0,4,2,0,7,2,0,11.979385322467598,1,1,1
120,3,4.23410650459726,7.967973179662935,1,2,0,3,1,0,0,17,2,1,3,3,6,5,12,11,0,0,2,1,1,0.0,1,3,4,3,3,2,6,1003,5,0,288,1291,2,4,1,3,7.1631723908466425,0,0,7.1631723908466425,1,0,1,0,2,1,2,6,4,1,4,4,12.0,1,2,431,2,3,2,307,0,0,0,0,0,0,4,2,0,11,2,3,12.061046873479915,1,1,1
20,3,4.499809670330265,9.327945614050446,1,2,1,1,1,1,0,14,2,1,3,3,9,5,5,5,2,0,10,10,4,215.0,2,3,4,3,3,3,6,1059,5,0,567,1626,2,4,1,3,7.419380582918692,0,0,7.419380582918692,1,0,2,0,3,1,2,7,4,1,3,4,5.0,3,3,702,2,3,2,257,45,0,0,0,0,0,4,2,0,7,2,3,12.560244459250788,1,1,1
60,3,4.060443010546419,9.727346854817254,1,2,3,1,1,4,0,22,2,1,3,5,7,5,12,12,0,0,10,10,2,30.0,2,3,4,3,3,1,5,0,5,0,1195,1195,2,3,1,3,7.085901464365611,644,0,7.516977224604321,0,0,2,1,4,1,1,7,4,0,1,4,12.0,3,2,486,2,3,2,0,81,0,0,0,0,0,4,2,0,6,2,3,12.30591798049989,1,1,1
160,3,4.23410650459726,8.529516941105069,1,2,1,1,1,4,0,20,2,1,4,5,7,5,23,23,0,0,6,5,1,0.0,2,3,2,3,3,2,6,828,3,182,180,1190,2,3,1,3,7.081708586105575,900,0,7.644919344958857,1,0,2,0,3,1,2,6,3,1,3,4,23.0,3,2,577,2,3,2,219,0,0,0,0,0,0,4,2,0,9,2,3,12.24288661865289,1,1,1
60,4,4.430816798843313,9.230829038403499,1,2,0,1,1,0,0,18,2,1,3,5,7,6,0,0,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,874,874,2,4,1,3,6.773080375655535,887,0,7.473637108496206,0,0,3,0,3,1,2,7,4,0,1,4,0.0,3,2,578,2,3,2,144,105,0,0,0,0,0,4,2,0,8,3,4,12.336552511980964,1,1,1
160,4,4.23410650459726,8.537975730598767,1,2,3,1,1,2,0,18,2,1,4,5,7,5,3,3,0,0,4,3,1,0.0,2,3,4,3,3,1,6,239,5,0,312,551,2,4,1,3,6.311734809152915,551,0,7.004881989712859,0,0,2,1,2,1,2,4,4,0,1,2,3.0,1,2,480,2,3,2,0,60,0,0,0,0,0,4,2,0,3,2,3,11.910358401381128,1,1,1
20,3,4.0943445622221,8.998260393017953,1,2,0,3,1,0,0,20,2,1,3,3,8,6,0,0,0,0,4,3,2,0.0,2,3,4,3,3,3,6,945,5,0,474,1419,2,4,1,3,7.257707677160043,0,0,7.257707677160043,1,0,2,0,2,1,2,7,4,1,4,4,0.0,2,2,567,2,3,2,140,0,0,0,0,0,0,4,2,0,10,3,4,12.8790171187726,1,1,1
120,3,4.110873864173311,8.932872621931374,1,2,1,1,1,1,0,21,2,1,4,3,6,5,2,1,0,0,10,10,4,256.0,2,3,4,3,3,3,4,20,5,0,1342,1362,2,4,1,3,7.216709486709457,0,0,7.216709486709457,0,0,2,0,2,1,2,6,4,1,4,4,2.0,2,2,460,2,3,2,192,28,0,0,0,0,0,4,2,0,6,2,3,12.17921519136029,1,1,1
120,1,4.23410650459726,8.395251520610994,1,2,0,1,1,0,0,14,2,1,4,3,6,5,4,4,0,0,10,10,2,147.0,2,3,4,3,3,4,6,697,5,0,151,848,2,4,1,3,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,3,4,1,3,4,4.0,2,2,420,2,3,2,149,0,0,0,0,0,0,4,2,0,5,2,3,11.856515169360305,1,1,1
60,3,4.6443908991413725,9.977434797488211,1,2,1,1,1,1,0,22,2,1,3,5,10,6,13,12,0,1,6,5,2,1170.0,3,3,4,4,3,4,6,1455,5,0,989,2444,2,4,1,3,7.8013913202914855,1872,0,8.370084326378025,0,1,3,1,4,1,3,10,4,2,5,4,13.0,3,3,832,2,3,2,382,50,0,0,0,0,0,4,2,0,1,2,3,13.534473028231162,1,1,1
60,3,3.7376696182833684,10.172674642351664,1,2,1,1,1,0,1,19,2,1,3,5,7,5,17,16,2,0,4,3,2,293.0,2,3,4,3,3,4,6,965,5,0,245,1210,2,4,1,3,7.121252453244542,1281,0,7.831617276352611,1,0,2,1,4,1,2,9,4,2,4,4,17.0,2,2,628,2,3,2,320,27,0,0,0,0,0,4,2,0,4,2,3,12.721885810807203,1,1,1
30,3,4.0943445622221,8.594154232552366,1,2,0,1,1,1,2,4,2,1,3,3,5,6,85,38,0,0,4,3,1,0.0,1,3,1,2,3,1,5,0,5,0,1073,1073,2,4,1,3,6.9782137426306985,0,0,6.9782137426306985,0,0,1,0,2,1,1,4,4,0,1,2,38.0,1,1,326,2,3,2,0,0,112,0,0,0,0,4,2,0,12,2,0,11.594321103174222,1,1,1
50,1,3.9318256327243257,8.719317375506371,1,2,0,1,1,1,0,3,2,1,3,1,5,6,73,59,0,0,2,1,1,0.0,1,0,1,2,3,1,5,0,5,0,927,927,2,2,1,3,6.9726062513017535,472,0,7.338888133838879,0,0,1,1,3,1,1,5,4,0,1,2,14.0,1,2,576,2,3,2,112,0,0,0,0,0,0,2,2,0,4,2,3,11.86005499606543,1,1,1
20,3,3.9889840465642745,9.533220655077928,1,2,1,1,1,0,0,19,2,1,3,3,6,6,19,19,0,0,6,5,2,72.0,1,3,2,3,4,1,6,980,3,40,92,1112,2,3,1,3,7.036148493750536,0,0,7.036148493750536,1,0,2,0,2,1,2,5,4,1,3,4,19.0,1,2,551,2,3,2,125,0,0,0,0,0,0,4,2,0,7,2,3,12.078239274020289,1,1,1
30,1,3.912023005428146,8.699514748210191,1,2,0,1,1,0,0,3,2,1,3,3,5,7,85,56,0,0,2,4,1,0.0,1,3,2,2,3,1,3,616,5,0,0,616,2,3,1,3,6.423246963533519,0,0,6.423246963533519,0,0,1,0,2,1,1,4,4,0,1,2,85.0,1,1,205,2,3,2,0,0,129,0,0,0,0,4,2,0,6,2,3,11.396391648714276,1,1,1
20,3,4.04305126783455,8.767173396684006,1,2,1,1,1,0,0,5,2,1,3,3,5,7,54,54,0,0,2,1,1,0.0,1,3,4,4,4,2,3,210,6,551,219,980,2,1,1,2,7.045776576879511,0,0,7.045776576879511,0,1,1,0,2,1,1,6,4,0,1,2,54.0,1,1,308,2,3,2,0,0,0,0,0,0,0,4,2,0,9,2,3,11.72399643505017,1,1,1
20,3,4.174387269895637,9.041921720351219,1,2,0,1,1,0,0,6,3,1,3,3,5,8,45,1,0,0,4,3,1,0.0,1,2,2,2,3,1,6,553,1,117,224,894,2,4,1,3,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,1,5,4,1,4,2,37.0,1,1,336,2,3,2,416,144,0,0,0,0,0,2,2,0,4,2,3,11.83862560460953,1,1,1
120,4,4.07753744390572,8.362175469149628,1,1,3,1,1,0,0,18,2,1,4,3,7,5,4,4,0,0,4,3,1,0.0,2,3,4,3,3,2,6,16,5,0,1375,1391,2,4,1,3,7.237778191923443,0,0,7.237778191923443,0,0,2,0,2,1,2,5,4,0,1,4,4.0,2,2,530,2,3,2,156,158,0,0,0,0,0,4,2,0,7,2,3,12.185869938212655,1,1,1
20,3,4.442651256490317,9.570180302058072,1,2,0,1,1,0,0,19,2,1,3,3,8,5,4,4,2,0,10,10,2,630.0,2,3,4,4,3,4,6,1274,5,0,526,1800,2,4,1,3,7.495541943884256,0,0,7.495541943884256,1,0,2,0,3,1,2,7,4,1,4,4,4.0,3,3,765,2,3,2,270,78,0,0,0,0,0,4,2,0,5,2,3,12.652359748158593,1,1,1
20,3,4.382026634673881,9.169518377455928,1,2,0,1,1,0,0,12,2,1,3,3,7,5,37,37,2,0,6,5,2,168.0,1,3,2,2,3,1,5,0,5,0,1164,1164,2,2,1,3,7.059617628291383,0,0,7.059617628291383,0,0,1,1,3,1,1,6,4,0,1,4,37.0,1,2,528,2,3,2,0,0,0,0,0,0,0,4,2,0,7,0,3,11.84939770159144,1,1,1
60,3,4.406719247264253,9.428511581663834,1,2,1,1,1,0,0,20,2,1,3,5,8,5,0,0,2,0,10,10,2,466.0,3,3,4,4,4,1,5,0,5,0,1234,1234,2,4,1,3,7.142036574706803,1312,0,7.853993087224244,0,0,2,1,4,1,3,10,4,1,4,5,0.0,3,3,666,2,3,2,324,100,0,0,0,0,0,4,2,0,7,3,4,12.799175708864519,1,1,1
190,1,4.330733340286331,8.939843124278502,1,2,0,1,1,0,0,4,1,1,0,5,5,9,110,14,0,0,2,1,1,0.0,1,2,1,3,3,1,5,0,5,0,360,360,2,3,1,3,6.939253946041508,780,0,7.502186486602924,0,0,2,0,4,2,2,8,4,1,0,2,11.0,1,2,672,2,3,0,344,0,40,0,0,0,0,2,2,0,5,2,3,11.84939770159144,1,1,1
20,3,4.248495242049359,9.035986984831405,1,2,0,1,1,0,0,14,2,1,3,3,7,5,6,5,0,0,10,10,2,109.0,2,3,4,3,3,3,6,712,5,0,761,1473,2,4,1,3,7.302496423727326,0,0,7.302496423727326,1,0,2,0,3,1,2,7,4,0,1,4,6.0,2,2,606,2,3,2,0,35,0,144,0,0,0,4,2,0,5,2,3,12.269047444691562,1,1,1
190,1,4.248495242049359,8.630521876723241,1,2,0,1,1,0,0,0,2,1,0,5,4,5,80,60,2,0,10,4,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,5.918893854273146,720,0,6.9957661563048505,0,0,2,0,3,2,0,7,2,0,1,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3500,7,2,3,10.915088464214607,1,1,1
20,3,4.23410650459726,11.653982220886329,1,2,3,2,1,4,2,17,2,1,3,3,7,5,36,5,0,0,7,7,4,351.0,1,3,2,3,3,4,6,1219,5,0,424,1643,2,2,1,3,7.508787170634276,0,0,7.508787170634276,1,0,2,0,2,1,2,5,4,2,3,4,36.0,1,2,739,2,3,2,380,48,0,0,0,0,0,4,2,0,6,2,3,12.618182296357007,1,1,1
